Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Under 30,Gender,Senior Citizen,Married,Dependents,Number of Dependents
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.864,44.1,0,0,4.41,No,Female,No,No,No,0
No,0,14,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,52.78,712.75,0,50,0,No,Male,No,No,No,0
No,0,58,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,110.708,6145.85,0,799,869.42,No,Female,No,No,No,0
No,0,18,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.892,1740.7,0,0,642.6,Yes,Female,No,No,No,0
No,0,7,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.104,552.95,0,138,132.93,No,Female,No,No,No,0
No,0,19,Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,57.2,1046.5,0,262,81.7,No,Male,No,No,No,0
Yes,1,11,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.324,834.2,0,0,100.54,No,Male,No,Yes,No,0
Yes,1,39,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,108.888,4134.85,0,331,370.89,No,Female,No,Yes,No,0
No,0,15,Yes,Yes,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,57.928,899.8,0,0,609.9,No,Female,No,No,No,0
No,0,5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,108.05,0,0,30.85,No,Female,No,No,No,0
No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.112,70.3,0,0,15.92,No,Female,No,No,No,0
No,0,6,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,98.28,575.45,0,109,99.48,No,Male,No,No,No,0
No,0,2,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,82.836,152.7,0,35,58.08,No,Female,No,No,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0,0,43.52,No,Female,No,No,No,0
No,0,66,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,110.292,6981.35,0,3979,1551.66,No,Male,No,Yes,No,0
No,0,36,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.116,3615.6,0,0,480.6,No,Female,No,No,No,0
Yes,3,39,No,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,58.136,2184.35,0,306,0,No,Female,No,Yes,No,0
No,0,21,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.644,1852.85,0,982,267.96,Yes,Male,No,No,No,0
No,0,2,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,42.016,77.15,0,7,0,No,Male,No,No,No,0
No,0,4,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,78.364,338.1,0,34,116.44,No,Female,No,No,No,0
No,0,35,Yes,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,88.556,3030.6,0,0,892.85,No,Male,No,No,No,0
Yes,5,33,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.552,3124.5,0,937,660.66,No,Female,No,Yes,No,0
No,0,45,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.4,930.45,0,0,1143,No,Male,No,No,No,0
No,0,6,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,31.72,208.7,0,0,0,No,Male,No,No,No,0
No,0,11,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,221.35,0,0,363.66,No,Female,No,No,Yes,3
No,0,1,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,78.312,75.3,0,0,26.06,No,Female,No,No,No,0
No,0,7,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.05,164.85,0,0,337.54,No,Female,No,No,No,0
No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.216,70.4,0,0,29.63,No,Male,No,No,No,0
Yes,4,7,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,No,One Year,Yes,Bank Withdrawal,51.74,331.3,0,311,252.98,Yes,Male,No,Yes,No,0
Yes,1,11,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.76,1078.9,0,0,282.37,No,Female,No,Yes,No,0
No,0,67,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,123.084,7804.15,0,0,1518.22,No,Male,No,No,No,0
No,0,8,No,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,31.668,226.45,0,9,0,No,Male,No,No,No,0
Yes,4,44,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.944,4364.1,0,0,494.56,Yes,Female,No,Yes,No,0
Yes,1,17,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,108.368,1743.5,0,279,83.47,No,Female,No,Yes,No,0
No,0,9,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,84.032,713.1,0,57,183.06,No,Male,No,No,No,0
No,0,7,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Mailed Check,83.512,526.7,0,242,274.47,Yes,Female,No,No,No,0
No,0,3,Yes,No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,72.124,191.35,0,13,106.92,No,Male,No,No,No,0
No,0,22,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,92.976,2001.5,0,260,870.76,No,Male,No,No,No,0
Yes,1,53,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,62.868,3184.25,0,446,0,No,Male,No,Yes,No,0
Yes,1,8,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.296,764.95,0,252,232,No,Female,No,Yes,No,0
Yes,1,2,Yes,No,Yes,Cable,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,76.492,145.4,0,9.45,17,Yes,Female,No,Yes,No,0
Yes,1,8,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,156.25,0,0,90.8,Yes,Female,No,Yes,No,0
Yes,1,48,No,No,Yes,Cable,No,Yes,Yes,No,No,No,No,No,One Year,No,Mailed Check,36.088,1604.5,0,385,0,No,Female,No,Yes,No,0
Yes,1,8,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.196,842.9,0,59,135.04,No,Female,No,Yes,No,0
No,0,20,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,92.248,1761.45,0,1145,110.8,Yes,Male,No,No,No,0
No,0,2,Yes,No,Yes,Cable,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.94,164.5,0,30,16.64,No,Female,No,No,No,0
No,0,27,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,98.332,2724.6,0,191,299.43,No,Female,No,No,No,0
Yes,1,52,Yes,Yes,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,100.1,4990.25,0,1447,2422.68,No,Male,No,Yes,No,0
No,0,69,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.888,7220.35,0,0,1410.36,No,Male,No,No,No,0
No,0,40,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,57.46,2139.2,0,1797,323.2,Yes,Male,No,No,Yes,1
No,0,6,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,93.704,521.3,0,16,6.9,No,Female,No,No,No,0
No,0,11,Yes,Yes,Yes,Cable,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,55.9,608,0,85,165.33,No,Male,No,No,No,0
No,0,6,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,92.872,577.6,0,0,15.6,No,Female,No,No,No,0
Yes,5,3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.008,292.85,0,135,69.78,Yes,Female,No,Yes,No,0
Yes,1,8,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.48,609.9,0,152,383.28,No,Male,No,Yes,No,0
No,0,1,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.836,79.65,0,0,22.48,No,Female,No,No,No,0
Yes,1,1,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,83.252,80.05,0,0,39.79,No,Female,No,Yes,No,0
Yes,1,29,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.768,2698.35,0,0,116,Yes,Male,No,Yes,No,0
Yes,1,19,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.996,1465.75,0,410,267.71,No,Male,No,Yes,No,0
Yes,1,6,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.5,146.3,0,0,190.2,No,Female,No,Yes,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,53.3,51.25,0,0,6.44,No,Male,No,No,No,0
No,0,1,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,47.424,45.6,0,0,11.73,No,Male,No,No,No,0
No,0,6,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,51.636,267.35,0,64,293.34,No,Female,No,No,No,0
Yes,1,15,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20,288.05,0,0,467.1,No,Male,No,Yes,Yes,3
Yes,1,25,No,No,Yes,Cable,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,35.36,853,0,768,0,Yes,Female,No,Yes,No,0
Yes,1,13,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,91.884,1222.8,0,135,231.79,No,Female,No,Yes,No,0
Yes,1,49,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.268,5293.2,0,0,316.05,No,Female,No,Yes,No,0
No,0,37,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,67.34,2345.2,0,1829,120.99,Yes,Female,No,No,No,0
No,0,26,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,93.392,2335.3,0,654,162.24,No,Male,No,No,No,0
No,0,12,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,99.32,1115.15,0,0,417.72,No,Female,No,No,No,0
Yes,3,5,Yes,Yes,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.88,453.75,0,0,184.4,No,Male,No,Yes,No,0
No,0,18,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,94.328,1597.25,0,463,514.62,Yes,Male,No,No,No,0
No,0,54,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,108.108,5639.05,0,5075,2347.38,Yes,Female,No,No,No,0
No,0,10,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.74,799.65,0,232,56.3,No,Female,No,No,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,52.832,50.8,0,0,22.82,Yes,Female,No,No,No,0
No,0,2,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.46,144.55,0,48,78.06,No,Male,No,No,No,0
Yes,1,32,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.056,2447.95,0,294,722.24,No,Male,No,Yes,No,0
No,0,36,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.14,3050.15,0,0,1582.92,Yes,Male,No,No,No,0
No,0,53,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,88.868,4517.25,0,0,870.79,No,Male,No,No,No,0
Yes,4,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.9,19.9,0,0,45.77,No,Male,No,Yes,Yes,1
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.424,70.6,0,0,27.12,No,Female,No,No,No,0
No,0,5,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,84.24,389.6,0,0,101,No,Female,No,No,No,0
No,0,6,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.244,523.5,0,68,235.92,No,Male,No,No,No,0
No,0,64,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,109.876,6903.1,0,5522,1550.72,No,Male,No,No,No,0
No,0,13,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,84.084,1008.7,0,222,163.02,No,Male,No,No,No,0
Yes,3,9,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.028,853.1,0,0,238.59,No,Female,No,Yes,No,0
No,0,10,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,75.036,794.25,0,95,337.5,No,Male,No,No,No,0
No,0,2,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,79.456,160.8,0,45,83.28,No,Female,No,No,No,0
No,0,9,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.096,741.7,0,223,172.62,No,Male,No,Yes,No,0
Yes,1,70,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,67.912,4759.75,0,1238,2986.9,No,Female,No,Yes,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,19.65,0,0,17.25,No,Male,No,No,No,0
No,0,1,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,88.036,84.65,0,0,22.3,Yes,Male,No,No,No,0
No,0,13,No,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,32.292,347.25,0,0,0,No,Female,No,No,No,0
No,0,7,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,53.04,354.05,0,85,241.43,No,Male,No,No,No,0
No,0,1,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,46.124,44.35,0,0,40.42,Yes,Female,No,Yes,Yes,3
No,0,7,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.888,586.05,0,105,202.44,No,Female,No,No,No,0
No,0,54,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,57.2,3092.65,0,557,361.8,No,Male,No,No,Yes,2
Yes,3,33,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,76.856,2405.05,0,96,1099.56,No,Male,No,Yes,No,0
Yes,5,55,Yes,Yes,Yes,Cable,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.86,4458.15,0,178,1067.55,No,Female,No,Yes,No,0
No,0,8,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,88.348,668.4,0,47,258.48,No,Female,No,No,No,0
No,0,11,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.804,926.25,0,259,494.34,No,Male,No,No,No,0
Yes,2,49,No,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,53.872,2541.25,0,152,0,No,Male,No,Yes,No,0
No,0,5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,47.84,221.7,0,33,119.45,No,Female,No,No,Yes,1
No,0,4,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,53.82,201.1,0,28,39.92,No,Male,No,No,No,0
Yes,1,30,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,98.176,2838.7,0,199,865.5,No,Male,No,Yes,No,0
No,0,1,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,72.956,70.15,0,0,2.24,No,Female,No,No,No,0
No,0,9,No,No,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.088,296.1,0,0,0,No,Male,No,No,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,84.344,81.1,0,0,22.86,No,Female,No,No,No,0
Yes,1,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.55,20.55,0,0,37.92,Yes,Female,No,Yes,Yes,2
No,0,61,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.864,6428.4,0,1993,2515.03,No,Female,No,No,No,0
Yes,7,59,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,111.02,6252.9,0,1438,2909.29,No,Male,No,Yes,No,0
No,0,3,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.028,240.45,0,0,48.45,No,Female,No,No,No,0
No,0,3,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,101.816,315.3,0,25,90.54,No,Female,No,No,No,0
No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,57.928,55.7,0,0,48.22,No,Male,No,No,No,0
No,0,13,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.992,973.45,0,0,401.44,No,Male,No,No,No,0
Yes,1,18,No,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,40.612,669.85,0,221,0,No,Female,No,Yes,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,55.692,53.55,0,0,1.59,No,Female,No,No,No,0
Yes,1,70,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,97.656,6579.05,0,0,383.6,No,Female,No,Yes,No,0
Yes,1,68,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,117.676,7856,0,1885,1609.56,No,Male,No,Yes,No,0
Yes,3,11,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.72,896.9,0,0,126.5,No,Male,No,Yes,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.3,19.3,0,0,49.2,No,Male,No,No,No,0
No,0,1,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,51.636,49.65,0,0,4.18,No,Male,No,No,No,0
No,0,46,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,56.524,2460.15,0,467,2079.2,No,Female,No,No,No,0
No,0,4,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.988,370.65,0,0,196.56,No,Male,No,No,No,0
Yes,1,9,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,98.644,890.6,0,62,157.23,No,Male,No,Yes,No,0
Yes,9,7,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.748,529.5,0,16,247.94,No,Male,No,Yes,No,0
No,0,1,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,50.544,48.6,0,0,6.54,Yes,Female,No,No,No,0
Yes,1,29,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.356,2265.25,0,1178,754.87,Yes,Male,No,Yes,No,0
No,0,3,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.52,220.6,0,207,142.53,No,Female,No,No,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0,0,10.98,Yes,Male,No,No,No,0
Yes,1,3,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,77.74,229.5,0,32,105.54,No,Female,No,Yes,No,0
No,0,23,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,108.212,2470.1,0,49,374.44,No,Male,No,No,No,0
No,0,13,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,100.516,1244.5,0,560,221.26,Yes,Female,No,No,No,0
No,0,39,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,107.588,3994.45,0,1238,1354.86,No,Female,No,No,No,0
Yes,1,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.9,19.9,0,0,7.49,No,Female,No,Yes,Yes,1
Yes,1,14,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,48.204,667.7,0,0,0,No,Male,No,Yes,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.95,19.95,0,0,17.61,No,Male,No,No,No,0
No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,82.784,79.6,0,0,19.32,No,Male,No,No,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.936,75.9,0,0,44.56,Yes,Male,No,No,No,0
Yes,1,1,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,79.248,76.2,0,0,35.15,No,Male,No,Yes,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,19.25,0,0,12.81,No,Male,No,No,Yes,7
Yes,1,42,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,87.672,3588.4,0,861,450.66,No,Female,No,Yes,No,0
No,0,7,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,82.16,522.95,0,10,182.63,No,Female,No,No,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.06,70.25,0,0,23,Yes,Female,No,No,No,0
Yes,1,17,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.1,409.9,0,0,310.42,No,Female,No,Yes,Yes,2
No,0,1,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,62.4,60,0,0,43.48,No,Female,No,No,Yes,2
No,0,8,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.012,649.65,0,13,198.08,No,Male,No,No,No,0
No,0,39,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,52.78,2011.4,0,80,0,No,Female,No,No,No,0
Yes,1,22,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,56.368,1152.7,0,265,599.28,No,Male,No,Yes,No,0
